timestamp,prob_bull,prob_bear,prob_sideways,entropy,confidence,volatility_20d,trend_strength,volume_ratio,true_regime
2025-07-27 01:35:36.626376,0.7193571531259676,0.14084791648670655,0.1397949303873258,0.7880842595101744,0.2826547931066752,0.010411689885916049,0.578509236639261,1.2819459112971965,bull
2025-07-27 02:35:36.626376,0.7649853847559398,0.11753154986864382,0.11748306537541647,0.7081646325634859,0.35540077253093416,0.018638900372842316,0.647453834887296,0.8747374841188251,bull
2025-07-27 03:35:36.626376,0.745152982477912,0.12601484413916014,0.12883217338292793,0.7442286732820294,0.3225738679982484,0.02184829137724085,0.6191381383387518,0.7278702476319987,bull
2025-07-27 04:35:36.626376,0.7579550740170417,0.11760918458221713,0.12443574140074116,0.7211021094269414,0.3436245735962399,0.012440764696895576,0.6403458894348245,0.9971061460667621,bull
2025-07-27 05:35:36.626376,0.11128051361377103,0.7401099483373643,0.1486095380488646,0.7503937876831026,0.3169621390337495,0.026845695491899968,-0.6288294347235933,0.9698524800218594,bear
2025-07-27 06:35:36.626376,0.10467757224580541,0.7253847510161072,0.16993767673808746,0.7703152582530152,0.298828835068923,0.029223440486986982,-0.6207071787703018,1.2067203092068908,bear
2025-07-27 07:35:36.626376,0.16252326483663285,0.7423751439507292,0.09510159121263796,0.7402039844243887,0.32623729767144083,0.01031272813482388,-0.5798518791140964,0.9540408884238218,bear
2025-07-27 08:35:36.626376,0.10317667185754752,0.7572335354261189,0.13958979271633357,0.7197795622361662,0.34482840792834857,0.02302154051003889,-0.6540568635685714,1.2489758053262685,bear
2025-07-27 09:35:36.626376,0.10952943648393122,0.7371491069544661,0.15332145656160254,0.7545471149684044,0.3131816176176483,0.021224868516954022,-0.6276196704705349,0.9297561248522739,bear
2025-07-27 10:35:36.626376,0.15641587529971868,0.7108259073946355,0.13275821730564588,0.8008819153662137,0.27100586473763744,0.024213257793715748,-0.5544100320949168,0.7665344924870988,bear
2025-07-27 11:35:36.626376,0.13935966106699002,0.7436633407563529,0.11697699817665716,0.7458907835968096,0.3210609499907544,0.020796821826033464,-0.6043036796893628,0.8218367348408616,bear
2025-07-27 12:35:36.626376,0.1279473794639499,0.7454997259785973,0.1265528945574528,0.7436277348440619,0.3231208657372743,0.012109885196605413,-0.6175523465146473,0.9739207422897461,bear
2025-07-27 13:35:36.626376,0.1401239191485115,0.7254986121342956,0.13437746871719294,0.7778945086222362,0.2919299040744321,0.02295380241082725,-0.585374692985784,0.7003122261971895,bear
2025-07-27 14:35:36.626376,0.1338560065735416,0.75530288816323,0.11084110526322849,0.7249611624660002,0.34011191214245506,0.01538824667597043,-0.6214468815896884,0.8464753133486645,bear
2025-07-27 15:35:36.626376,0.15524128146054095,0.7210750180402153,0.12368370049924371,0.7834821591117427,0.2868438054142026,0.02424541179848884,-0.5658337365796744,0.78885215797204,bear
2025-07-27 16:35:36.626376,0.11461241848904856,0.7429657732147539,0.14242180829619752,0.746587101867165,0.32042713378685983,0.022687026894027275,-0.6283533547257053,1.10842327093286,bear
2025-07-27 17:35:36.626376,0.1913657072238781,0.7046907443758196,0.10394354840030229,0.7983940648993539,0.2732704038225551,0.019406012688920768,-0.5133250371519414,1.2900538845369058,bear
2025-07-27 18:35:36.626376,0.11926068296500421,0.7354782386259728,0.145261078409023,0.7598062308478941,0.3083945640467607,0.0271671760962744,-0.6162175556609686,0.8955753431211309,bear
2025-07-27 19:35:36.626376,0.13953395240791172,0.7438795270096182,0.11658652058247002,0.7454596152274431,0.3214534163538325,0.02675420211814656,-0.6043455746017066,1.1054140702235684,bear
2025-07-27 20:35:36.626376,0.12162579736527561,0.7610491385511776,0.11732506408354668,0.7154569976691771,0.3487629757568492,0.029643366866588715,-0.639423341185902,1.0099815347626087,bear
2025-07-27 21:35:36.626376,0.13723275614036592,0.7298302475014885,0.13293699635814565,0.7706608554105013,0.2985142589795684,0.0180901625424438,-0.5925974913611226,1.2326620592565758,bear
