close,regime,returns,date,sma_10,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_diff,bb_middle,bb_upper,bb_lower,open,high,low,volume
10126.941112410013,BULL,0.01269411124100136,2025-01-01,10126.941112410013,10126.941112410013,10126.941112410013,10126.941112410013,0.0,0.0,0.0,0.0,10126.941112410013,,,10108.97693727469,10214.595738903121,9974.243686077265,2179336720.694762
10229.018681682728,BULL,0.010079802789375727,2025-01-02,10177.97989704637,10177.97989704637,10177.97989704637,10177.97989704637,99.99999999980407,8.142939998961083,1.6285879997922166,6.514351999168866,10177.97989704637,10322.339379925923,10033.620414166819,10203.51783857492,10273.179470906342,10061.745760589578,1592575330.1053364
10332.958606837894,BULL,0.01016128021559814,2025-01-03,10229.639466976878,10229.639466976878,10229.639466976878,10229.639466976878,99.99999999985438,22.72144325840054,5.847159051513882,16.87428420688666,10229.639466976878,10435.6597672715,10023.619166682256,10293.541434336177,10380.376459626483,10215.17170450561,1697664527.7173262
10415.314007176577,BULL,0.00797016648108743,2025-01-04,10276.058102026804,10276.058102026804,10276.058102026804,10276.058102026804,99.99999999986129,40.454075260666286,12.768542293344362,27.685532967321926,10276.058102026804,10526.600069836644,10025.516134216963,10476.579426824395,10678.513654283088,10379.588234438173,1490389919.0859942
10505.645699013057,BULL,0.008672968647343548,2025-01-05,10321.975621424053,10321.975621424053,10321.975621424053,10321.975621424053,99.99999999986797,61.09209483617269,22.43325280191003,38.65884203426266,10321.975621424053,10620.717700779236,10023.23354206887,10435.703926810984,10546.318417260629,10426.483148458257,1774375247.744569
10609.588419886031,BULL,0.009893986895325953,2025-01-06,10369.911087834384,10369.911087834384,10369.911087834384,10369.911087834384,99.99999999987568,84.85700420472676,34.918003082473376,49.93900112225339,10369.911087834384,10725.64255754347,10014.179618125298,10652.269713817022,10753.789611375298,10398.064836136693,1970866454.7754848
10710.9341224774,BULL,0.00955227465764953,2025-01-07,10418.628664211956,10418.628664211956,10418.628664211956,10418.628664211956,99.99999999988013,110.59376127621363,50.05315472122143,60.540606554992195,10418.628664211956,10833.248162545171,10004.00916587874,10755.312742334901,10805.133981276695,10663.32214120531,1838966970.6817732
10808.05171433385,BULL,0.009067144914339721,2025-01-08,10467.306545477193,10467.306545477193,10467.306545477193,10467.306545477193,99.99999999988255,137.2448317079361,67.49149011856437,69.75334158937173,10467.306545477193,10939.721626624867,9994.89146432952,10882.494738668645,10990.96621200553,10781.904912510396,2468608206.2453065
10909.011529598474,BULL,0.00934116693119915,2025-01-09,10516.384877046225,10516.384877046225,10516.384877046225,10516.384877046225,99.99999999988492,164.61503076577355,86.91619824800621,77.69883251776734,10516.384877046225,11047.41367329873,9985.35608079372,10911.398504689994,11119.13652633205,10820.498155387095,2216560550.6018453
11038.59438566807,BULL,0.011878514906507367,2025-01-10,10568.60582790841,10568.60582790841,10568.60582790841,10568.60582790841,99.9999999998903,194.52005808141985,108.43697021468896,86.08308786673089,10568.60582790841,11168.389366159903,9968.822289656917,10981.928105899673,11054.315632935473,10898.736800450542,1747598473.271527
11152.318009455246,BULL,0.010302364577760962,2025-01-11,10671.143517612933,10621.670571685394,10621.670571685394,10621.670571685394,99.99999999989272,224.80513997747948,131.71060416724708,93.0945358102324,10621.670571685394,11290.74785638043,9952.593286990357,11142.740507631039,11255.34065328302,11032.847079595878,2097919784.434418
11282.664631760694,BULL,0.01168785020252615,2025-01-12,10776.50811262073,10676.753410025003,10676.753410025003,10676.753410025003,99.99999999989618,256.36890745912933,156.64226482562356,99.72664263350578,10676.753410025003,11420.127719444245,9933.379100605762,11316.213552114566,11370.406710039679,11276.288171283519,1771078490.5802574
11412.318447641344,BULL,0.0114914180392881,2025-01-13,10884.444096701074,10733.33533599549,10733.33533599549,10733.33533599549,99.99999999989886,288.51952646846075,183.017717154191,105.50180931426976,10733.33533599549,11553.721624844857,9912.949047146125,11417.153272842408,11582.122289814528,11348.662991288898,1885183006.1171598
11534.310016215026,BULL,0.010689464120140674,2025-01-14,10996.343697604918,10790.54781315403,10790.54781315403,10790.54781315403,99.99999999990052,320.1523072142045,210.4446351661937,109.70767204801078,10790.54781315403,11687.523189122068,9893.57243718599,11555.459774141329,11623.580038302667,11380.897164786125,2185997137.7024975
11652.400420543692,BULL,0.010238185393201225,2025-01-15,11111.019169757983,10848.004653646673,10848.004653646673,10848.004653646673,99.99999999990823,350.7076827054425,238.4972446740435,112.21043803139901,10848.004653646673,11820.204849171629,9875.804458121716,11731.944724263807,11770.209501891692,11548.995222680016,2227146672.2474456
11733.268399130044,BULL,0.0069400274336417715,2025-01-16,11223.387167682384,10903.333637739384,10903.333637739384,10903.333637739384,99.99999999990693,377.1014175478558,266.21807924880596,110.88333829904985,10903.333637739384,11941.642188669048,9865.025086809721,11767.412406963567,11913.615126366933,11502.188086564092,1545371133.642231
11843.631183296335,BULL,0.00940597115927835,2025-01-17,11336.656873764277,10958.645258066263,10958.645258066263,10958.645258066263,99.99999999990733,402.286686402922,293.4318006796292,108.8548857232928,10958.645258066263,12062.61168864143,9854.678827491096,11855.38252467318,11885.814702179145,11756.63570693461,1489021203.703973
11968.177540946703,BULL,0.010515892948948113,2025-01-18,11452.669456425563,11014.730384892953,11014.730384892953,11014.730384892953,99.99999999990985,427.3695929662881,320.219359136961,107.15023382932714,11014.730384892953,12186.707417733995,9842.753352051912,11857.80930183084,12094.428937746872,11706.231161039574,2018325598.8030794
12088.963224735504,BULL,0.010092236965532726,2025-01-19,11570.664625939266,11071.268955410984,11071.268955410984,11071.268955410984,99.99999999991158,451.78645928864535,346.53277916729786,105.25368012134749,11071.268955410984,12312.30291576933,9830.234995052637,12041.583520277612,12203.088132851251,11903.061153625144,2126019289.384147
12219.341010414757,BULL,0.01078486080696194,2025-01-20,11688.739288413934,11128.672558161172,11128.672558161172,11128.672558161172,99.99999999991303,476.16842624167293,372.4599085821729,103.70851765950005,11128.672558161172,12441.196023995619,9816.149092326725,12194.616694076532,12363.121738546422,12059.290492691842,1745570725.9852593
12356.57269088266,BULL,0.011230694057145905,2025-01-21,11809.164756556676,11240.154137084804,11187.143993052672,11187.143993052672,99.99999999991492,500.79194265254773,398.1263153962479,102.66562725629984,11240.154137084804,12573.027548966735,9907.280725202874,12234.420977282503,12511.117348667358,12205.474813898787,2361515449.8624144
12480.531506613746,BULL,0.01003181212396775,2025-01-22,11928.951444041983,11352.729778331355,11245.934334578174,11245.934334578174,99.9999999999163,524.2652933159407,423.3541109801864,100.91118233575423,11352.729778331355,12706.188924535734,9999.270632126976,12411.310198900244,12517.363148488848,12353.20385572303,2201656443.8189564
12598.930413875001,BULL,0.009486687902555508,2025-01-23,12047.612640665346,11466.02836868321,11304.760251069341,11304.760251069341,99.99999999991715,546.1264889355552,447.90858657126023,98.21790236429501,11466.02836868321,12839.280119085288,10092.776618281132,12582.019338185279,12750.959572132258,12453.09895727833,1666371655.4741075
12724.918561439163,BULL,0.009999908200573351,2025-01-24,12166.673495187762,11581.50859639634,11363.933514001417,11363.933514001417,99.99999999991698,567.080879167599,471.74304509052797,95.33783407707108,11581.50859639634,12971.07399195247,10191.94320084021,12718.192295165174,12948.982915450539,12606.008323969436,2390755936.795213
12880.686820039915,BULL,0.012241198861011361,2025-01-25,12289.502135137383,11700.260652447683,11424.603646242957,11424.603646242957,99.999999999919,589.4616342615136,495.28676292472517,94.17487133678844,11700.260652447683,13108.512948324336,10292.00835657103,12913.2627381505,12929.478643754892,12851.897060519948,2582180035.5278044
13023.473273105606,BULL,0.011085313621905766,2025-01-26,12418.52262253494,11820.954895108662,11486.09863189152,11486.09863189152,99.99999999991958,611.6692747162688,518.5632652830338,93.10600943323493,11820.954895108662,13249.24520382384,10392.664586393483,13010.105160046633,13276.577072624821,12606.351585336133,2856108835.305063
13199.16175523371,BULL,0.01349014033690315,2025-01-27,12554.075679728678,11945.366276746478,11549.545414237527,11549.545414237527,99.99999999992166,636.1128688068075,542.0731859877885,94.03968281901894,11945.366276746478,13399.782920473137,10490.949633019818,13215.531398070978,13308.868249032255,13167.91127905534,2922111073.2170515
13345.61845897819,BULL,0.01109590945700812,2025-01-28,12691.819771531826,12072.244613978695,11613.690880121123,11613.690880121123,99.99999999992271,659.6978391900448,565.5981166282398,94.09972256180492,12072.244613978695,13551.438308647368,10593.050919310022,13317.74016606021,13472.729368073857,13303.954126863562,1656355587.1554801
13469.40473339252,BULL,0.00927542434955905,2025-01-29,12829.863922397526,12200.264274168398,11677.68101299255,11677.68101299255,99.99999999992295,680.5328568032401,588.5850646632399,91.94779214000016,12200.264274168398,13698.630469162685,10701.89807917411,13472.234199357581,13564.079799912082,13297.34413982157,2254932908.306864
13658.196431570399,BULL,0.01401633568184633,2025-01-30,12973.74946451309,12331.244376463514,11743.698193611812,11743.698193611812,99.99999999992727,704.1615347673342,611.7003586840588,92.4611760832754,12331.244376463514,13859.725181206823,10802.763571720205,13688.99380774312,13749.935211246438,13647.196075826496,2600044769.8888016
13814.587834530335,BULL,0.011450370020923322,2025-01-31,13119.550978877858,12464.357867717266,11810.501085254346,11810.501085254346,99.99999999992897,727.1250663454957,634.7853002163462,92.33976612914955,12464.357867717266,14023.93006711674,10904.785668317792,13916.30673425819,13952.125814055458,13773.50315479761,1901795018.976998
13952.825430241335,BULL,0.010006639167725737,2025-02-01,13266.78037124062,12597.865907641299,11877.448721035187,11877.448721035187,99.99999999992946,747.857612210224,657.3997626151217,90.45784959510229,12597.865907641299,14188.35803344833,11007.373781834267,13916.921823939509,13993.986643175216,13752.11472791355,2127891454.0283647
